sdg,extracted_title,extracted_abstract,initial_text
SDG5,discrimination women rmg sector bangladesh,women discriminated professional personal community levels male counterpart across globe general specifically women treated equally workplace many societies due dominance patriarchal social system traditional norms women equity empowerment spoken widely practiced reality primary aim explore womens current position status workplace ready made garments rmg sector bangladesh terms wages promotions safety security secondly paper highlights challenges women face rmg paper adopts qualitative approach crucial issues congregates analyses pertinent existing literature primary sources indepth interviews idis focus group discussions fgds conducted female rmg workers appointed different industrial zones bangladesh remarkable findings women employee get proper respect workplace male colleagues b women often harassed verbally male coworkers c owners managers supervisors bad intention fulfill sexual desire female workers male supervisors often force female subordinates overtime till late night e though female workers job get proper justice terms getting desired job posting salary time promotions based skills competencies finally focuses resolving issues gender discrimination workplace contributes towards equity empowerment women rmg sector bangladesh,discrimination women rmg sector bangladesh women discriminated professional personal community levels male counterpart across globe general specifically women treated equally workplace many societies due dominance patriarchal social system traditional norms women equity empowerment spoken widely practiced reality primary aim explore womens current position status workplace ready made garments rmg sector bangladesh terms wages promotions safety security secondly paper highlights challenges women face rmg paper adopts qualitative approach crucial issues congregates analyses pertinent existing literature primary sources indepth interviews idis focus group discussions fgds conducted female rmg workers appointed different industrial zones bangladesh remarkable findings women employee get proper respect workplace male colleagues b women often harassed verbally male coworkers c owners managers supervisors bad intention fulfill sexual desire female workers male supervisors often force female subordinates overtime till late night e though female workers job get proper justice terms getting desired job posting salary time promotions based skills competencies finally focuses resolving issues gender discrimination workplace contributes towards equity empowerment women rmg sector bangladesh
SDG5,gender differences perceived domestic task equity professionals,despite inequalities domestic work majority couples perceive arrangement fair addresses paradox examining whether married lawyers perceive domestic work arrangements unfair spouse reveal predictors perceived equity self spouse differ substantially antecedents perceptions unfairness vary gender women working longer hours likely men perceive distribution tasks unfair spouse furthermore association spouses timebased conflict perceived task equity greater men women lower levels spouses timebased conflict though effects converge men women higher levels timebased conflict findings highlight value taking nuanced approach studying perceived inequity distribution domestic tasks men women,gender differences perceived domestic task equity professionals despite inequalities domestic work majority couples perceive arrangement fair addresses paradox examining whether married lawyers perceive domestic work arrangements unfair spouse reveal predictors perceived equity self spouse differ substantially antecedents perceptions unfairness vary gender women working longer hours likely men perceive distribution tasks unfair spouse furthermore association spouses timebased conflict perceived task equity greater men women lower levels spouses timebased conflict though effects converge men women higher levels timebased conflict findings highlight value taking nuanced approach studying perceived inequity distribution domestic tasks men women
SDG5,risk scoring domestic violence pregnancy,background studies work domestic violence women aimed helping victims studies aimed detecting risk domestic violence risk identification important implications early detection prevention methods risk scoring tool developed tested antenatal clinic attendees levels health care zaria nigeria prevalence domestic violence sensitivity tool specificity positive predictive value accuracy respectively conclusions tool high sensitivity could good screening tool identifying risk domestic violence pregnancy,risk scoring domestic violence pregnancy background studies work domestic violence women aimed helping victims studies aimed detecting risk domestic violence risk identification important implications early detection prevention methods risk scoring tool developed tested antenatal clinic attendees levels health care zaria nigeria prevalence domestic violence sensitivity tool specificity positive predictive value accuracy respectively conclusions tool high sensitivity could good screening tool identifying risk domestic violence pregnancy
SDG5,domestic violence decisionmaking power married women myanmar nationally representative sample,background women myanmar considered decision makers community physical psychological effect violence makes vulnerable strong negative reaction usually violent economic activity generated women poorer middleclass families myanmar womans income considered necessary basic survival objective explore relationship domestic violence decisionmaking power married women myanmar design crosssectional setting national urban rural areas myanmar patients methods myanmar demographic health survey survey married women aged years selected interview multistage cluster sampling technique dependent variables domestic violence decisionmaking power women independent variables age respondents educational level place residence employment status number children younger years age wealth index main outcome measures domestic violence decisionmaking power women sample size currently married women respondents years age mean sd age years womens place residence employment status significant impact decisionmaking power whereas age group decisionmaking power women relationship domestic violence conclusion giving women decision making power indispensable achievement sustainable development goals government stakeholders emphasize eliminate violence women limitations secondary crosssectional design crosssectional studies suitable design assess causality secondly selfreported violence may subject recall bias,domestic violence decisionmaking power married women myanmar nationally representative sample background women myanmar considered decision makers community physical psychological effect violence makes vulnerable strong negative reaction usually violent economic activity generated women poorer middleclass families myanmar womans income considered necessary basic survival objective explore relationship domestic violence decisionmaking power married women myanmar design crosssectional setting national urban rural areas myanmar patients methods myanmar demographic health survey survey married women aged years selected interview multistage cluster sampling technique dependent variables domestic violence decisionmaking power women independent variables age respondents educational level place residence employment status number children younger years age wealth index main outcome measures domestic violence decisionmaking power women sample size currently married women respondents years age mean sd age years womens place residence employment status significant impact decisionmaking power whereas age group decisionmaking power women relationship domestic violence conclusion giving women decision making power indispensable achievement sustainable development goals government stakeholders emphasize eliminate violence women limitations secondary crosssectional design crosssectional studies suitable design assess causality secondly selfreported violence may subject recall bias
SDG5,global regional estimates violence women,report presents global systematic review scientific prevalence two forms violence women violence intimate partner intimate partner violence sexual violence someone partner nonpartner sexual violence shows global regional estimates prevalence two forms violence around world report details effects partner nonpartner sexual violence several aspects womens health shows women experienced intimate partner violence higher rates depression hiv injury death likely low birth weight babies havent though research health effects nonpartner sexual violence limited evidence clearly shows sexual violence long shortterm debilitating effects womens mental health wellbeing report developed world health organization london school hygiene tropical medicine lshtm south african medical research council mrc,global regional estimates violence women report presents global systematic review scientific prevalence two forms violence women violence intimate partner intimate partner violence sexual violence someone partner nonpartner sexual violence shows global regional estimates prevalence two forms violence around world report details effects partner nonpartner sexual violence several aspects womens health shows women experienced intimate partner violence higher rates depression hiv injury death likely low birth weight babies havent though research health effects nonpartner sexual violence limited evidence clearly shows sexual violence long shortterm debilitating effects womens mental health wellbeing report developed world health organization london school hygiene tropical medicine lshtm south african medical research council mrc
SDG5,access sexual reproductive health services women living hiv latin america caribbean systematic review literature,introduction systematic reviews show women living hiv wlhiv high unmet sexual reproductive health srh needs due barriers access sexual reproductive health services srhs latin america caribbean lac nearly one million wlhiv existing evidence srh needs comes individual studies systematic review provides overview womens needs help define new andor adapt existing public health strategies local context review synthesizes evidence literature access srhs related family planning antenatal care abortion services violence wlhiv lac methods systematic review mixed studies search performed medline embase lilacs inasp popline scopus studies conducted lac well contact authors hand search needed two independent reviewers evaluated quality studies mixed methods appraisal tool inclusion conducted according prisma flow diagram exploratory narrative synthesis followed quantitative synthesis undertaken group metaanalysis considered appropriate given level heterogeneity studies total studies lac countries population wlhiv included individual studies reported unmet family planning needs higher inconsistent condom sole contraceptive method lesser nonpermanent contraceptive methods unplanned pregnancies induced abortions higher risk immediate postpartum sterilization higher exposure sexual institutional violence wlhiv compared women without hiv conclusions review presents evidence lac srh unmet needs wlhiv must addressed decreasing institutional structural barriers facilitating services reducing stigma discrimination healthcare providers improve access srhs based human rights women independently hiv status make reproductive decisions free violence coercion,access sexual reproductive health services women living hiv latin america caribbean systematic review literature abstract introduction systematic reviews show women living hiv wlhiv high unmet sexual reproductive health srh needs due barriers access sexual reproductive health services srhs latin america caribbean lac nearly one million wlhiv existing evidence srh needs comes individual studies systematic review provides overview womens needs help define new andor adapt existing public health strategies local context review synthesizes evidence literature access srhs related family planning antenatal care abortion services violence wlhiv lac methods systematic review mixed studies search performed medline embase lilacs inasp popline scopus studies conducted lac well contact authors hand search needed two independent reviewers evaluated quality studies mixed methods appraisal tool inclusion conducted according prisma flow diagram exploratory narrative synthesis followed quantitative synthesis undertaken group metaanalysis considered appropriate given level heterogeneity studies total studies lac countries population wlhiv included individual studies reported unmet family planning needs higher inconsistent condom sole contraceptive method lesser nonpermanent contraceptive methods unplanned pregnancies induced abortions higher risk immediate postpartum sterilization higher exposure sexual institutional violence wlhiv compared women without hiv conclusions review presents evidence lac srh unmet needs wlhiv must addressed decreasing institutional structural barriers facilitating services reducing stigma discrimination healthcare providers improve access srhs based human rights women independently hiv status make reproductive decisions free violence coercion
SDG5,female genital mutilation africa scoping landscape evidence,background despite concerted efforts curb female genital mutilationcutting fgmc still contributor high morbidity mortality rates females africa purpose describe publication output fgmc conducted africa period years identify trends gaps guide future research method scoping review fgmc africa conducted keyword africa combination terms female genital mutilation female genital cutting female circumcision search databases pubmed cinahl web science scopus reference lists tracked articles track relevant articles peerreviewed works published january december included captured onto extraction sheet content categorize findings studies group categories themes articles identified possible inclusion articles met inclusion requirements studies n quantitative focused prevalence attitudes perpetrators health consequences fgmc two themes six subthemes arose themes practice fgmc attempts end fgmc conclusions fgmc still widely practiced africa may increase earlyage fgmc communities studies investigating experiences role players involved practice prevent absent understanding phenomena could guide efforts curb harmful practice,female genital mutilation africa scoping landscape evidence abstract background despite concerted efforts curb female genital mutilationcutting fgmc still contributor high morbidity mortality rates females africa purpose describe publication output fgmc conducted africa period years identify trends gaps guide future research method scoping review fgmc africa conducted keyword africa combination terms female genital mutilation female genital cutting female circumcision search databases pubmed cinahl web science scopus reference lists tracked articles track relevant articles peerreviewed works published january december included captured onto extraction sheet content categorize findings studies group categories themes articles identified possible inclusion articles met inclusion requirements studies n quantitative focused prevalence attitudes perpetrators health consequences fgmc two themes six subthemes arose themes practice fgmc attempts end fgmc conclusions fgmc still widely practiced africa may increase earlyage fgmc communities studies investigating experiences role players involved practice prevent absent understanding phenomena could guide efforts curb harmful practice
SDG5,closing gender leadership gap multicentre crosscountry comparison women management leadership academic health centres european union,background womens participation medicine need gender equality healthcare increasingly recognised yet little attention paid leadership management positions large publicly funded academic health centres illustrates need taking case four large european centres charit universittsmedizin berlin germany karolinska institutet sweden medizinische universitt wien austria oxford academic health science centre united kingdom case percentage female medical students doctors four countries well within gender balance zone women less well represented specialists remain significantly underrepresented senior doctors full professors four centres made progress closing gender leadership gap boards toplevel decisionmaking bodies gender leadership gap remains relevant level achieved gender balance varies significantly centres largely mirrors countryspecific welfare state models equal gender relations sweden countries notably similar trends across countries centres gender inequality stronger within academic enterprises within hospital enterprises stronger middle management top level novel findings reveal fissures glass ceiling effects toplevel management barriers women shift middlelevel management remain strong academic positions uneven shifts leadership gap highly relevant policy implications conclusion setting gender balance objectives exclusively toplevel decisionmaking bodies may effectively promote wider goal gender equality academic health centres pay greater attention gender equality issue organisational performance good leadership levels management particular attention academic enterprises newly created management structures developing comprehensive gendersensitive health workforce monitoring systems comparing progress across academic health centres europe could help identify gender leadership gap utilise health human resources effectively,closing gender leadership gap multicentre crosscountry comparison women management leadership academic health centres european union abstract background womens participation medicine need gender equality healthcare increasingly recognised yet little attention paid leadership management positions large publicly funded academic health centres illustrates need taking case four large european centres charit universittsmedizin berlin germany karolinska institutet sweden medizinische universitt wien austria oxford academic health science centre united kingdom case percentage female medical students doctors four countries well within gender balance zone women less well represented specialists remain significantly underrepresented senior doctors full professors four centres made progress closing gender leadership gap boards toplevel decisionmaking bodies gender leadership gap remains relevant level achieved gender balance varies significantly centres largely mirrors countryspecific welfare state models equal gender relations sweden countries notably similar trends across countries centres gender inequality stronger within academic enterprises within hospital enterprises stronger middle management top level novel findings reveal fissures glass ceiling effects toplevel management barriers women shift middlelevel management remain strong academic positions uneven shifts leadership gap highly relevant policy implications conclusion setting gender balance objectives exclusively toplevel decisionmaking bodies may effectively promote wider goal gender equality academic health centres pay greater attention gender equality issue organisational performance good leadership levels management particular attention academic enterprises newly created management structures developing comprehensive gendersensitive health workforce monitoring systems comparing progress across academic health centres europe could help identify gender leadership gap utilise health human resources effectively
SDG5,improvement gender transgender knowledge university students creative factory methodology,spain social educators similar social workers educators united states help coordinate social change educational interventions mobilization social groups benefit marginalized people overall societal welfare trained work diverse populations important awareness training gender transgender issues given extensive discrimination transgender people endue research begun identify important role knowledge attitudes health educational professionals may play providing supportive healing context combat harmful effects discrimination educational trainings may foster improved knowledge attitudes helping professions describes program improve knowledge positive attitudes toward gender especially transgender people university students social education researchers measured knowledge attitudes toward gender transgender people issues students receiving month interactive training short form genderism transphobia scale item scale transphobia gender ideology variables researchers asked participants knowledge gender transgender issues training methodological experience creative factory employed interactive training program main goal methodology enable students formative context analyze social realities generate discussion innovate ideas design successful practices months training weekly session gender transgender learning students showed improvements knowledge attitudes toward gender transgender people specifically students demonstrated knowledge gender transgender issues positive attitudes toward transgender people demonstrates training gender education creative factory methodology improved knowledge attitudes students,improvement gender transgender knowledge university students creative factory methodology abstract spain social educators similar social workers educators united states help coordinate social change educational interventions mobilization social groups benefit marginalized people overall societal welfare trained work diverse populations important awareness training gender transgender issues given extensive discrimination transgender people endue research begun identify important role knowledge attitudes health educational professionals may play providing supportive healing context combat harmful effects discrimination educational trainings may foster improved knowledge attitudes helping professions describes program improve knowledge positive attitudes toward gender especially transgender people university students social education researchers measured knowledge attitudes toward gender transgender people issues students receiving month interactive training short form genderism transphobia scale item scale transphobia gender ideology variables researchers asked participants knowledge gender transgender issues training methodological experience creative factory employed interactive training program main goal methodology enable students formative context analyze social realities generate discussion innovate ideas design successful practices months training weekly session gender transgender learning students showed improvements knowledge attitudes toward gender transgender people specifically students demonstrated knowledge gender transgender issues positive attitudes toward transgender people demonstrates training gender education creative factory methodology improved knowledge attitudes students
SDG5,introducing historical gender equality index,despite recent progress women still disadvantaged greater domestic labor commitments impaired access wellpaid jobs extreme cases denied right live consequences wellbeing individuals economic development although tools evaluate country performance gender equality especially composite indicators developed since historical perspective lacking introduces composite index gender equality covering countries index measures gender equality four dimensions socioeconomic health household politics index shows substantial progress gender equality though little evidence less genderequal countries catching goldins quiet revolution hypothesis tested explanation observation fails provide good explanation rather longterm institutional historical characteristics countries main obstacles convergence,introducing historical gender equality index abstract despite recent progress women still disadvantaged greater domestic labor commitments impaired access wellpaid jobs extreme cases denied right live consequences wellbeing individuals economic development although tools evaluate country performance gender equality especially composite indicators developed since historical perspective lacking introduces composite index gender equality covering countries index measures gender equality four dimensions socioeconomic health household politics index shows substantial progress gender equality though little evidence less genderequal countries catching goldins quiet revolution hypothesis tested explanation observation fails provide good explanation rather longterm institutional historical characteristics countries main obstacles convergence
SDG5,gender equality womens participation transport cycling,populationlevel health benefits associated cycling means daytoday travel several factors inhibit womens participation transport cycling aim present investigate relationship gender equality composite indicator gender equality index six core domains work money knowledge time power health plus violence womens participation transport cycling across member states european union gross domestic product included controlling variable showed composite indicator gender equality index associated womens participation transport cycling well gender differences participation transport cycling core domains health work related womens participation transport cycling womens participation transport cycling associated following domains time power violence effect gender equality varied across different indicators strongest effect size found time traditional sexual division labour gender gaps caring educating children grandchildren well cooking housework may inhibit womens participation transport cycling,gender equality womens participation transport cycling abstract populationlevel health benefits associated cycling means daytoday travel several factors inhibit womens participation transport cycling aim present investigate relationship gender equality composite indicator gender equality index six core domains work money knowledge time power health plus violence womens participation transport cycling across member states european union gross domestic product included controlling variable showed composite indicator gender equality index associated womens participation transport cycling well gender differences participation transport cycling core domains health work related womens participation transport cycling womens participation transport cycling associated following domains time power violence effect gender equality varied across different indicators strongest effect size found time traditional sexual division labour gender gaps caring educating children grandchildren well cooking housework may inhibit womens participation transport cycling
SDG5,bridging enduring gender gap political interest europe relevance promoting gender equality,notwithstanding improvement gender equality political power resources european democracies shows average declared interest politics per cent lower women men europe gap remains even controlling differences mens womens educational attainment material cognitive resources drawing newly developed european institute gender equalitys eige gender equality index gei european social survey ess fifth wave show promoting gender equality contributes towards narrowing magnitude differences political interest men women however effect appears conditioned age citizens specifically findings show europe genderfriendly policies contribute bridging gender gap political engagement adulthood suggesting childhood socialisation strongly affected traditional family values policies promoting gender equality contrast feminising social citizenship make difference reducing situational disadvantages traditionally faced women within family society middleaged people older,bridging enduring gender gap political interest europe relevance promoting gender equality abstract notwithstanding improvement gender equality political power resources european democracies shows average declared interest politics per cent lower women men europe gap remains even controlling differences mens womens educational attainment material cognitive resources drawing newly developed european institute gender equalitys eige gender equality index gei european social survey ess fifth wave show promoting gender equality contributes towards narrowing magnitude differences political interest men women however effect appears conditioned age citizens specifically findings show europe genderfriendly policies contribute bridging gender gap political engagement adulthood suggesting childhood socialisation strongly affected traditional family values policies promoting gender equality contrast feminising social citizenship make difference reducing situational disadvantages traditionally faced women within family society middleaged people older
SDG5,interventions promote gender equality mining sector south africa,research explored workplace challenges women south african mining sector still face despite progressive gender sensitive regulations purpose research come evidencebased recommendations promote sustainable gender equality south africas mining sector survey approach research total women working mining sector interviewed main challenge faced women lack career progress followed discrimination decision making remuneration women attributed challenges immediate supervisors company policies key lesson research legislation useful tool mitigating workplace challenges women reducing gender inequality mining sector sufficient intervention recommends deliberate steps taken facilitate impart skills women need progress employment level hierarchy done time opening opportunities higher responsibilities women hold,interventions promote gender equality mining sector south africa abstract research explored workplace challenges women south african mining sector still face despite progressive gender sensitive regulations purpose research come evidencebased recommendations promote sustainable gender equality south africas mining sector survey approach research total women working mining sector interviewed main challenge faced women lack career progress followed discrimination decision making remuneration women attributed challenges immediate supervisors company policies key lesson research legislation useful tool mitigating workplace challenges women reducing gender inequality mining sector sufficient intervention recommends deliberate steps taken facilitate impart skills women need progress employment level hierarchy done time opening opportunities higher responsibilities women hold
SDG5,advancing gender equality athena swan charter women science exploratory womens mens perceptions,background united kingdom ireland australia higher education research institutions widely engaged athena swan charter women science advance gender equality empirical research process impact rare combined two sets free text comments survey qualitative interviews explore range experiences perceptions participation athena swan medical science departments researchintensive university oxford united kingdom methods based secondary two projects respondents anonymous online survey women men provided relevant freetext comments separately women participated facetoface narrative interviews freetext survey comments narrative interviews analysed thematically constant comparison women men said participation athena swan brought important structural cultural changes including increased support womens careers greater appreciation caring responsibilities efforts challenge discrimination bias many said positive changes would happened without linkage athena swan government research funding others thought unintended consequences concerns programme design implementation included perception athena swan limited ability address longstanding entrenched power pay imbalances persisting lack worklife balance academic medicine questions sustainability positive changes belief achieving award could become end resentment perceived positive discrimination perceptions structural cultural changes needed university wider society conclusions findings suggest athena swan positive impact advancing gender equality may limits much improve gender equality without wider institutional societal changes address fundamental causes gender inequality would require cultural change welfare state policies incentivising men increase participation unpaid work family beyond scope higher education research policy,advancing gender equality athena swan charter women science exploratory womens mens perceptions abstract background united kingdom ireland australia higher education research institutions widely engaged athena swan charter women science advance gender equality empirical research process impact rare combined two sets free text comments survey qualitative interviews explore range experiences perceptions participation athena swan medical science departments researchintensive university oxford united kingdom methods based secondary two projects respondents anonymous online survey women men provided relevant freetext comments separately women participated facetoface narrative interviews freetext survey comments narrative interviews analysed thematically constant comparison women men said participation athena swan brought important structural cultural changes including increased support womens careers greater appreciation caring responsibilities efforts challenge discrimination bias many said positive changes would happened without linkage athena swan government research funding others thought unintended consequences concerns programme design implementation included perception athena swan limited ability address longstanding entrenched power pay imbalances persisting lack worklife balance academic medicine questions sustainability positive changes belief achieving award could become end resentment perceived positive discrimination perceptions structural cultural changes needed university wider society conclusions findings suggest athena swan positive impact advancing gender equality may limits much improve gender equality without wider institutional societal changes address fundamental causes gender inequality would require cultural change welfare state policies incentivising men increase participation unpaid work family beyond scope higher education research policy
SDG5,women academic surgery playing field still level,background purpose explore career satisfaction advancement women academic surgery methods item webbased survey emailed women surgeons academic centers across canada exploring career advancement family planning mentorship discrimination career satisfaction survey response rate participants felt experienced gender discrimination medical school residency fellowship staff surgeons half felt gender played role career challenges faced responses openended questions suggested many surgeons struggled balance academic careers family life despite participants rated career satisfaction highly conclusions remain ongoing challenges women academic surgery including lack gender equality appropriate mentorship accommodations surgeons families continued advancement women academic surgery dependent addressing concerns,women academic surgery playing field still level abstract background purpose explore career satisfaction advancement women academic surgery methods item webbased survey emailed women surgeons academic centers across canada exploring career advancement family planning mentorship discrimination career satisfaction survey response rate participants felt experienced gender discrimination medical school residency fellowship staff surgeons half felt gender played role career challenges faced responses openended questions suggested many surgeons struggled balance academic careers family life despite participants rated career satisfaction highly conclusions remain ongoing challenges women academic surgery including lack gender equality appropriate mentorship accommodations surgeons families continued advancement women academic surgery dependent addressing concerns
SDG5,gender health social enterprises africa research agenda,background health social enterprises africa working community health workers chws growing rapidly understudied particular gender equality issues related work important public health equity implications methods particularly suited generating timely findings reviews intersection overlapping disciplines utilized rapid evidence assessment rea methodology identify key unanswered research questions intersection fields gender equality social enterprises community health workers rea series structured google scholar searches expert interviews bibliography reviews identify articles academic grey literatures met inclusion criteria articles thematically coded identify answers important research questions influence gender chws working health social enterprises africa identified six key unanswered research questions relating equitable systems structures training leadership development career enhancement payment incentives partner household community support performance conclusion first kind identify key unanswered research questions relevant gender equality health social enterprises africa community health workers sets research agenda newly emerging rapidly developing area research practice important public health implications,gender health social enterprises africa research agenda abstract background health social enterprises africa working community health workers chws growing rapidly understudied particular gender equality issues related work important public health equity implications methods particularly suited generating timely findings reviews intersection overlapping disciplines utilized rapid evidence assessment rea methodology identify key unanswered research questions intersection fields gender equality social enterprises community health workers rea series structured google scholar searches expert interviews bibliography reviews identify articles academic grey literatures met inclusion criteria articles thematically coded identify answers important research questions influence gender chws working health social enterprises africa identified six key unanswered research questions relating equitable systems structures training leadership development career enhancement payment incentives partner household community support performance conclusion first kind identify key unanswered research questions relevant gender equality health social enterprises africa community health workers sets research agenda newly emerging rapidly developing area research practice important public health implications
SDG5,gender equality means women empowerment consensus challenges prospects post development agenda africa,paper examined gender equality womens empowerment gewe reflected millennium development goals mdgs well conceptualization localization sustainable development goals sdgs paper adopts amartya sens women agency conceptual framework advance thesis article general consensus achieving gender equality womens empowerment mdgs adopted fell far short fulfilling consensus incoming sdgs must respond fundamental issues gewe quantitative qualitative perspectives paper addresses issues conceptualization context design mdgs lessons learnt implementation inform sdgs question gewe maintain pride place paper reveals qualitative indicators human rights equity capabilities silent mdg design constructs implementation paper suggests understanding putting place mechanisms continuous assessment humancentered indicators quality life part sdgs localization efforts portend increasing effectiveness sdgs toward addressing gendersensitive issues social exclusion inequality resource distribution great bearing sustainable development,gender equality means women empowerment consensus challenges prospects post development agenda africa abstract paper examined gender equality womens empowerment gewe reflected millennium development goals mdgs well conceptualization localization sustainable development goals sdgs paper adopts amartya sens women agency conceptual framework advance thesis article general consensus achieving gender equality womens empowerment mdgs adopted fell far short fulfilling consensus incoming sdgs must respond fundamental issues gewe quantitative qualitative perspectives paper addresses issues conceptualization context design mdgs lessons learnt implementation inform sdgs question gewe maintain pride place paper reveals qualitative indicators human rights equity capabilities silent mdg design constructs implementation paper suggests understanding putting place mechanisms continuous assessment humancentered indicators quality life part sdgs localization efforts portend increasing effectiveness sdgs toward addressing gendersensitive issues social exclusion inequality resource distribution great bearing sustainable development
SDG5,systematic review interventions support careers women academic medicine disciplines,objective summarise quantitative evaluations interventions designed support careers women academia discipline method systematic search english entries pubmed cinahl google scholar conducted september methodological quality studies independently assessed two authors joanna briggs institute quality appraisal checklists metaanalysis possible due heterogeneity methods outcomes synthesised displayed narratively eighteen eligible studies identified mostly evaluating programmes academic medicine departments common interventions mentoring education professional development andor networking programmes programmes took bottomup approach women responsible opting devoting time participation quality low overall studies reported positive outcomes least one indicator often included improvements selfrated skills capabilities satisfaction programme offered regarding tangible outcomes mixed studies noted improvements promotion retention remuneration others conclusions review suggests targeted programmes potential improve outcomes women academia however studies provide limited highquality evidence provide information academic institutions terms best way improve outcomes women academia success intervention appears undermined relies additional labour intending support ie bottomup approaches academic institutions consider evaluate efficacy topdown interventions start change practice higher management,systematic review interventions support careers women academic medicine disciplines abstract objective summarise quantitative evaluations interventions designed support careers women academia discipline method systematic search english entries pubmed cinahl google scholar conducted september methodological quality studies independently assessed two authors joanna briggs institute quality appraisal checklists metaanalysis possible due heterogeneity methods outcomes synthesised displayed narratively eighteen eligible studies identified mostly evaluating programmes academic medicine departments common interventions mentoring education professional development andor networking programmes programmes took bottomup approach women responsible opting devoting time participation quality low overall studies reported positive outcomes least one indicator often included improvements selfrated skills capabilities satisfaction programme offered regarding tangible outcomes mixed studies noted improvements promotion retention remuneration others conclusions review suggests targeted programmes potential improve outcomes women academia however studies provide limited highquality evidence provide information academic institutions terms best way improve outcomes women academia success intervention appears undermined relies additional labour intending support ie bottomup approaches academic institutions consider evaluate efficacy topdown interventions start change practice higher management
SDG5,characteristics successful programmes targeting gender inequality restrictive gender norms health wellbeing children adolescents young adults systematic review,background context sustainable development goals shifting global burden disease systematic review analyses evidence rigorously evaluated programmes seek transform gendered social norms undermining health wellbeing children adolescents young adults aim threefold describe landscape gendertransformative programmes attempt influence healthrelated outcomes identify mechanisms successful programmes work highlight gaps might exist implementation evaluation methods systematically reviewed rigorous evaluations published jan nov programmes sought decrease gender inequalities transform restrictive gender norms improve health wellbeing year olds included rigorously evaluated health programmes met interagency gender working group definition gendertransformative programming regardless world implemented area health focused findings articles identified search evaluations programmes met review criteria programmes concentrated subsaharan africa south asia north america mainly measured health indicators related reproductive health violence hiv programmes frequently focused improving individual power beneficiaries rather working broader systems inequality evaluations measured significant improvements healthrelated genderrelated indicators however ten showed evidence potential broader norm change ten programmes worked sectors beyond health included multiple stakeholders implemented diversified strategies fostered critical awareness participation affected community members interpretation review accelerate efforts improve global health leading strategic investment programmes promote gender equality target restrictive gender norms young people programmes lead lifetime improved health wellbeing challenging attitudes behaviours related gender early age gendered systems surround funding bill melinda gates foundation,characteristics successful programmes targeting gender inequality restrictive gender norms health wellbeing children adolescents young adults systematic review abstract background context sustainable development goals shifting global burden disease systematic review analyses evidence rigorously evaluated programmes seek transform gendered social norms undermining health wellbeing children adolescents young adults aim threefold describe landscape gendertransformative programmes attempt influence healthrelated outcomes identify mechanisms successful programmes work highlight gaps might exist implementation evaluation methods systematically reviewed rigorous evaluations published jan nov programmes sought decrease gender inequalities transform restrictive gender norms improve health wellbeing year olds included rigorously evaluated health programmes met interagency gender working group definition gendertransformative programming regardless world implemented area health focused findings articles identified search evaluations programmes met review criteria programmes concentrated subsaharan africa south asia north america mainly measured health indicators related reproductive health violence hiv programmes frequently focused improving individual power beneficiaries rather working broader systems inequality evaluations measured significant improvements healthrelated genderrelated indicators however ten showed evidence potential broader norm change ten programmes worked sectors beyond health included multiple stakeholders implemented diversified strategies fostered critical awareness participation affected community members interpretation review accelerate efforts improve global health leading strategic investment programmes promote gender equality target restrictive gender norms young people programmes lead lifetime improved health wellbeing challenging attitudes behaviours related gender early age gendered systems surround funding bill melinda gates foundation
